hs1	1001	1200	0.1707
hs1	1201	1400	0.1304
hs1	1401	1600	0.0133
hs1	1601	1800	0.04
hs1	1801	2000	0.0789
hs1	2001	2200	0.1316
hs1	2401	2600	0.1316
hs1	2801	3000	0.0256
hs1	3601	3800	0.05
hs1	3801	4000	0.0149
hs1	4201	4400	0.0649
hs1	4801	5000	0.0617
hs1	6001	6200	0.04
hs1	10801	11000	0.0588
hs1	12601	12800	0.0127
hs1	13001	13200	0.1143
hs1	13201	13400	0.1467
hs1	13401	13600	0.0233
hs1	13801	14000	0.1692
hs1	14001	14200	0.1429
hs1	14401	14600	0.1831
hs1	14801	15000	0.1429
hs1	15001	15200	0.2368
hs1	15201	15400	0.0959
hs1	15401	15600	0.0411
hs1	15601	15800	0.1944
hs1	15801	16000	0.0541
hs1	16001	16200	0.0725
hs1	17201	17400	0.2581
hs1	19001	19200	0.0337
hs1	19201	19400	0.1628
hs1	19401	19600	0.2308
hs1	19801	20000	0.0133
hs1	20001	20200	0.2381
hs1	20201	20400	0.1429
hs1	20801	21000	0.0263
hs1	21001	21200	0.0278
hs1	21201	21400	0.0313
hs1	22201	22400	0.0606
hs1	23001	23200	0.0175
hs1	23801	24000	0.069
hs1	24001	24200	0.1071
hs1	24601	24800	0.082
hs1	25001	25200	0.0323
hs1	25401	25600	0.0256
hs1	25801	26000	0.0833
hs1	26201	26400	0.0353
hs1	26401	26600	0.0145
hs1	26801	27000	0.0196
hs1	27001	27200	0.1233
hs1	28401	28600	0.0294
hs1	30601	30800	0.1111
hs1	31601	31800	0.0877
hs1	33201	33400	0.1071
hs1	34601	34800	0.1429
hs1	35201	35400	0.0353
hs1	36801	37000	0.0909
hs1	37401	37600	0.037
hs1	37801	38000	0.0278
hs1	39801	40000	0.0244
hs1	41001	41200	0.3
hs1	41401	41600	0.0123
hs1	41601	41800	0.1957
hs1	42201	42400	0.0169
hs1	42401	42600	0.1852
hs1	42601	42800	0.0204
hs1	43401	43600	0.1714
hs1	44401	44600	0.129
hs1	44801	45000	0.069
hs1	45201	45400	0.1852
hs1	45601	45800	0.0833
hs1	46001	46200	0.2113
hs1	46801	47000	0.0159
hs1	47201	47400	0.0789
hs1	47401	47600	0.1927
hs1	48201	48400	0.0833
hs1	49401	49600	0.2381
hs1	49601	49800	0.0462
hs1	51401	51600	0.0606
hs1	52801	53000	0.0667
hs1	54201	54400	0.125
hs1	54801	55000	0.0154
hs1	55601	55800	0.0526
hs1	56801	57000	0.2069
hs1	57201	57400	0.0345
hs1	57601	57800	0.098
hs1	57801	58000	0.0476
hs1	62601	62800	0.0204
hs1	62801	63000	0.2
hs1	64601	64800	0.3103
hs1	65401	65600	0.0976
hs1	67601	67800	0.0286
hs1	68001	68200	0.0423
hs1	69801	70000	0.039
hs1	70201	70400	0.1321
hs1	72401	72600	0.0357
hs1	74001	74200	0.1379
hs1	75001	75200	0.1398
hs1	75601	75800	0.1385
hs1	76801	77000	0.0213
hs1	77001	77200	0.05
hs1	78201	78400	0.1186
hs1	78401	78600	0.0545
hs1	78601	78800	0.0159
hs1	78801	79000	0.0417
hs1	79201	79400	0.0877
hs1	80201	80400	0.1538
hs1	82001	82200	0.0115
hs1	82801	83000	0.0909
hs1	83401	83600	0.0633
hs1	83801	84000	0.0455
hs1	84601	84800	0.0541
hs1	84801	85000	0.0847
hs1	85201	85400	0.0323
hs1	85801	86000	0.1186
hs1	91601	91800	0.0204
hs1	94601	94800	0.1948
hs1	95201	95400	0.0115
hs1	96601	96800	0.0667
hs1	96801	97000	0.0714
hs1	97201	97400	0.1765
hs1	98401	98600	0.1333
hs1	100201	100400	0.0141
hs1	101401	101600	0.1014
hs1	106201	106400	0.1753
hs1	107201	107400	0.0811
hs1	108601	108800	0.0196
hs1	109401	109600	0.1059
hs1	110001	110200	0.04
hs1	111001	111200	0.0423
hs1	111801	112000	0.16
hs1	112601	112800	0.1951
hs1	113801	114000	0.1389
hs1	114601	114800	0.0204
hs1	115401	115600	0.1333
hs1	116201	116400	0.0333
hs1	116601	116800	0.0357
hs1	116801	117000	0.2
hs1	117001	117200	0.0278
hs1	117201	117400	0.0204
hs1	117801	118000	0.1304
hs1	121601	121800	0.1429
hs1	123201	123400	0.0133
hs1	124001	124200	0.0141
hs1	126201	126400	0.1594
