hs1	1	200	0.0492
hs1	201	400	0.0652
hs1	401	600	0.0227
hs1	601	800	0.0824
hs1	801	1000	0.2235
hs1	2201	2400	0.0556
hs1	2601	2800	0.0444
hs1	3001	3200	0.093
hs1	3201	3400	0.1389
hs1	3401	3600	0
hs1	4001	4200	0.2286
hs1	4401	4600	0.0154
hs1	4601	4800	0.0571
hs1	5001	5200	0.1343
hs1	5201	5400	0.1045
hs1	5401	5600	0.3818
hs1	5601	5800	0.0545
hs1	5801	6000	0.0645
hs1	6201	6400	0.0741
hs1	6401	6600	0.0141
hs1	6601	6800	0.3226
hs1	6801	7000	0.0303
hs1	7001	7200	0.0303
hs1	7201	7400	0.1948
hs1	7401	7600	0.0714
hs1	7601	7800	0.1148
hs1	7801	8000	0.0566
hs1	8001	8200	0.4035
hs1	8201	8400	0.3939
hs1	8401	8600	0.0952
hs1	8601	8800	0.2727
hs1	8801	9000	0
hs1	9001	9200	0.0476
hs1	9201	9400	0.1471
hs1	9401	9600	0.1807
hs1	9601	9800	0.0513
hs1	9801	10000	0.0877
hs1	10001	10200	0.0492
hs1	10201	10400	0.1613
hs1	10401	10600	0.4098
hs1	10601	10800	0.0196
hs1	11001	11200	0.2329
hs1	11201	11400	0.1379
hs1	11401	11600	0.2174
hs1	11601	11800	0.0222
hs1	11801	12000	0.0508
hs1	12001	12200	0
hs1	12201	12400	0.1852
hs1	12401	12600	0.0633
hs1	12801	13000	0.1053
hs1	13601	13800	0.1316
hs1	14201	14400	0.1212
hs1	14601	14800	0.1026
hs1	16201	16400	0.1461
hs1	16401	16600	0
hs1	16601	16800	0.08
hs1	16801	17000	0.1786
hs1	17001	17200	0.1333
hs1	17401	17600	0.1765
hs1	17601	17800	0.1429
hs1	17801	18000	0.1429
hs1	18001	18200	0
hs1	18201	18400	0.1148
hs1	18401	18600	0
hs1	18601	18800	0.2706
hs1	18801	19000	0.0411
hs1	19601	19800	0.0541
hs1	20401	20600	0.0789
hs1	20601	20800	0.1579
hs1	21401	21600	0.1321
hs1	21601	21800	0.2609
hs1	21801	22000	0.0159
hs1	22001	22200	0.1884
hs1	22401	22600	0
hs1	22601	22800	0.1852
hs1	22801	23000	0.2113
hs1	23201	23400	0.0847
hs1	23401	23600	0.3333
hs1	23601	23800	0.0526
hs1	24201	24400	0.2
hs1	24401	24600	0.069
hs1	24801	25000	0.3571
hs1	25201	25400	0.4
hs1	25601	25800	0
hs1	26001	26200	0.1111
hs1	26601	26800	0.1837
hs1	27201	27400	0.0824
hs1	27401	27600	0.32
hs1	27601	27800	0.2698
hs1	27801	28000	0.3898
hs1	28001	28200	0.0645
hs1	28201	28400	0.3846
hs1	28601	28800	0.1538
hs1	28801	29000	0.0588
hs1	29001	29200	0.0455
hs1	29201	29400	0.1667
hs1	29401	29600	0.0877
hs1	29601	29800	0.5
hs1	29801	30000	0.0448
hs1	30001	30200	0.2632
hs1	30201	30400	0.2857
hs1	30401	30600	0.1724
hs1	30801	31000	0.0638
hs1	31001	31200	0.2289
hs1	31201	31400	0.2698
hs1	31401	31600	0.0462
hs1	31801	32000	0.1176
hs1	32001	32200	0.0556
hs1	32201	32400	0.1613
hs1	32401	32600	0.2542
hs1	32601	32800	0.1525
hs1	32801	33000	0
hs1	33001	33200	0.0588
hs1	33401	33600	0.1034
hs1	33601	33800	0.0789
hs1	33801	34000	0.44
hs1	34001	34200	0.1228
hs1	34201	34400	0
hs1	34401	34600	0.2121
hs1	34801	35000	0.194
hs1	35001	35200	0.0833
hs1	35401	35600	0.1733
hs1	35601	35800	0.038
hs1	35801	36000	0.1864
hs1	36001	36200	0
hs1	36201	36400	0.037
hs1	36401	36600	0.1915
hs1	36601	36800	0.3214
hs1	37001	37200	0.1379
hs1	37201	37400	0.2308
hs1	37601	37800	0.0545
hs1	38001	38200	0.2143
hs1	38201	38400	0.0545
hs1	38401	38600	0.1228
hs1	38601	38800	0.0196
hs1	38801	39000	0.1148
hs1	39001	39200	0.1692
hs1	39201	39400	0.0714
hs1	39401	39600	0.0588
hs1	39601	39800	0.0741
hs1	40001	40200	0.0882
hs1	40201	40400	0.2941
hs1	40401	40600	0.25
hs1	40601	40800	0.098
hs1	40801	41000	0.12
hs1	41201	41400	0
hs1	41801	42000	0.1316
hs1	42001	42200	0.0417
hs1	42801	43000	0.1746
hs1	43001	43200	0.3333
hs1	43201	43400	0.2603
hs1	43601	43800	0.0746
hs1	43801	44000	0.1429
hs1	44001	44200	0.1461
hs1	44201	44400	0.3019
hs1	44601	44800	0.375
hs1	45001	45200	0.2453
hs1	45401	45600	0.2308
