hs1	1	200	30.50
hs1	201	400	46.00
hs1	401	600	44.00
hs1	601	800	42.50
hs1	801	1000	42.50
hs1	1001	1200	41.00
hs1	1201	1400	34.50
hs1	1401	1600	37.50
hs1	1601	1800	37.50
hs1	1801	2000	38.00
hs1	2001	2200	38.00
hs1	2201	2400	36.00
hs1	2401	2600	38.00
hs1	2601	2800	45.00
hs1	2801	3000	39.00
hs1	3001	3200	43.00
hs1	3201	3400	36.00
hs1	3401	3600	41.00
hs1	3601	3800	40.00
hs1	3801	4000	33.50
hs1	4001	4200	35.00
hs1	4201	4400	38.50
hs1	4401	4600	32.50
hs1	4601	4800	35.00
hs1	4801	5000	40.50
hs1	5001	5200	33.50
hs1	5201	5400	33.50
hs1	5401	5600	27.50
hs1	5601	5800	27.50
hs1	5801	6000	31.00
hs1	6001	6200	25.00
hs1	6201	6400	27.00
hs1	6401	6600	35.50
hs1	6601	6800	31.00
hs1	6801	7000	49.50
hs1	7001	7200	33.00
hs1	7201	7400	38.50
hs1	7401	7600	42.00
hs1	7601	7800	30.50
hs1	7801	8000	26.50
hs1	8001	8200	28.50
hs1	8201	8400	33.00
hs1	8401	8600	21.00
hs1	8601	8800	27.50
hs1	8801	9000	23.00
hs1	9001	9200	31.50
hs1	9201	9400	34.00
hs1	9401	9600	41.50
hs1	9601	9800	39.00
hs1	9801	10000	28.50
hs1	10001	10200	30.50
hs1	10201	10400	31.00
hs1	10401	10600	30.50
hs1	10601	10800	25.50
hs1	10801	11000	25.50
hs1	11001	11200	36.50
hs1	11201	11400	29.00
hs1	11401	11600	34.50
hs1	11601	11800	22.50
hs1	11801	12000	29.50
hs1	12001	12200	21.00
hs1	12201	12400	27.00
hs1	12401	12600	39.50
hs1	12601	12800	39.50
hs1	12801	13000	38.00
hs1	13001	13200	35.00
hs1	13201	13400	37.50
hs1	13401	13600	43.00
hs1	13601	13800	38.00
hs1	13801	14000	32.50
hs1	14001	14200	38.50
hs1	14201	14400	33.00
hs1	14401	14600	35.50
hs1	14601	14800	39.00
hs1	14801	15000	38.50
hs1	15001	15200	38.00
hs1	15201	15400	36.50
hs1	15401	15600	36.50
hs1	15601	15800	36.00
hs1	15801	16000	37.00
hs1	16001	16200	34.50
hs1	16201	16400	44.50
hs1	16401	16600	28.00
hs1	16601	16800	50.00
hs1	16801	17000	28.00
hs1	17001	17200	30.00
hs1	17201	17400	31.00
hs1	17401	17600	25.50
hs1	17601	17800	24.50
hs1	17801	18000	42.00
hs1	18001	18200	47.00
hs1	18201	18400	30.50
hs1	18401	18600	47.00
hs1	18601	18800	42.50
hs1	18801	19000	36.50
hs1	19001	19200	44.50
hs1	19201	19400	43.00
hs1	19401	19600	45.50
hs1	19601	19800	37.00
hs1	19801	20000	37.50
hs1	20001	20200	42.00
hs1	20201	20400	42.00
hs1	20401	20600	38.00
hs1	20601	20800	38.00
hs1	20801	21000	38.00
hs1	21001	21200	36.00
hs1	21201	21400	32.00
hs1	21401	21600	26.50
hs1	21601	21800	23.00
hs1	21801	22000	31.50
hs1	22001	22200	34.50
hs1	22201	22400	33.00
hs1	22401	22600	34.00
hs1	22601	22800	27.00
hs1	22801	23000	35.50
hs1	23001	23200	28.50
hs1	23201	23400	29.50
hs1	23401	23600	31.50
hs1	23601	23800	28.50
hs1	23801	24000	29.00
hs1	24001	24200	28.00
hs1	24201	24400	25.00
hs1	24401	24600	29.00
hs1	24601	24800	30.50
hs1	24801	25000	28.00
hs1	25001	25200	31.00
hs1	25201	25400	30.00
hs1	25401	25600	19.50
hs1	25601	25800	38.00
hs1	25801	26000	24.00
hs1	26001	26200	31.50
hs1	26201	26400	42.50
hs1	26401	26600	34.50
hs1	26601	26800	24.50
hs1	26801	27000	25.50
hs1	27001	27200	36.50
hs1	27201	27400	42.50
hs1	27401	27600	50.00
hs1	27601	27800	31.50
hs1	27801	28000	29.50
hs1	28001	28200	31.00
hs1	28201	28400	26.00
hs1	28401	28600	34.00
hs1	28601	28800	39.00
hs1	28801	29000	25.50
hs1	29001	29200	22.00
hs1	29201	29400	30.00
hs1	29401	29600	28.50
hs1	29601	29800	22.00
hs1	29801	30000	33.50
hs1	30001	30200	28.50
hs1	30201	30400	21.00
hs1	30401	30600	29.00
hs1	30601	30800	18.00
hs1	30801	31000	23.50
hs1	31001	31200	41.50
hs1	31201	31400	31.50
hs1	31401	31600	32.50
hs1	31601	31800	28.50
hs1	31801	32000	34.00
hs1	32001	32200	36.00
hs1	32201	32400	31.00
hs1	32401	32600	29.50
hs1	32601	32800	29.50
hs1	32801	33000	46.00
hs1	33001	33200	25.50
hs1	33201	33400	28.00
hs1	33401	33600	29.00
hs1	33601	33800	38.00
hs1	33801	34000	25.00
hs1	34001	34200	28.50
hs1	34201	34400	30.00
hs1	34401	34600	33.00
hs1	34601	34800	21.00
hs1	34801	35000	33.50
hs1	35001	35200	36.00
hs1	35201	35400	42.50
hs1	35401	35600	37.50
hs1	35601	35800	39.50
hs1	35801	36000	29.50
